version	flags	bench	param	threads	avg	min	max	var
2009-07-07 15:05	-I	perfect-square	1	8	721.966666666667	72	3149	523837.965555556
2009-07-07 15:05	-I	perfect-square	1	16	453.966666666667	16	1781	193606.765555556
2009-07-07 15:05	-I	perfect-square	2	4	1862.86666666667	122	6008	2031579.24888889
2009-07-07 15:05	-I	perfect-square	2	8	828.566666666667	64	4070	756303.912222222
2009-07-07 15:05	-I	perfect-square	2	16	585.733333333333	74	1772	180501.128888889
2009-07-07 15:05	-I	perfect-square	3	4	2189.9	164	10557	4291165.75666667
2009-07-07 15:05	-I	perfect-square	3	8	1300.43333333333	39	3569	768431.978888889
2009-07-07 15:05	-I	perfect-square	3	16	679.833333333333	72	1795	245304.672222222
2009-07-07 15:05	-I	perfect-square	4	4	1853.26666666667	22	11375	5210458.12888889
2009-07-07 15:05	-I	perfect-square	4	8	927.966666666667	76	3244	579586.498888889
2009-07-07 15:05	-I	perfect-square	4	16	640.366666666667	54	1901	208790.498888889
2009-07-07 15:05	-I	queens	1000	4	520.466666666667	500	545	110.448888888889
2009-07-07 15:05	-I	queens	1000	8	520.433333333333	501	543	147.178888888889
2009-07-07 15:05	-I	queens	1000	16	519.533333333333	488	552	263.915555555556
2009-07-07 15:05	-I	queens	2000	4	1054.6	1007	1104	605.773333333333
2009-07-07 15:05	-I	queens	2000	8	1052.8	996	1107	423.493333333333
2009-07-07 15:05	-I	queens	2000	16	1053.43333333333	1009	1084	279.378888888889
2009-07-07 15:05	-I	queens	4000	4	2145.83333333333	2087	2222	677.072222222222
2009-07-07 15:05	-I	queens	4000	8	2130.0	2030	2191	1344.46666666667
2009-07-07 15:05	-I	queens	4000	16	2131.83333333333	2079	2191	718.205555555556
2009-07-07 15:05	-I	queens	5000	4	2693.86666666667	2639	2744	845.782222222222
2009-07-07 15:05	-I	queens	5000	8	2675.26666666667	2603	2747	1212.86222222222
2009-07-07 15:05	-I	queens	5000	16	2663.86666666667	2601	2741	982.315555555556
2009-07-07 15:05	-I	queens	6000	4	3229.93333333333	3149	3319	1755.19555555556
2009-07-07 15:05	-I	queens	6000	8	3222.53333333333	3150	3292	687.982222222222
2009-07-07 15:05	-I	queens	6000	16	3209.63333333333	3130	3266	1121.16555555556
